chr	windowStart	windowEnd	D	f_d	f_dM	d_f
chr1	10188757	10248651	0.054600	0.014263	0.012082	0.005520
chr1	10203623	10298856	-0.170883	-0.029511	-0.024549	-0.022570
chr1	10249677	10366759	-0.426006	-0.084659	-0.065956	-0.069511
chr1	10298974	10435676	-0.464285	-0.078976	-0.067102	-0.098827
chr1	10367360	10618912	-0.042699	-0.004540	-0.004167	-0.007122
chr1	10435759	10651193	0.402950	0.055445	0.049651	0.031383
chr1	10619641	10750195	0.217491	0.049653	0.038276	0.012862
chr1	10651522	10765146	0.081413	0.031205	0.022610	0.007697
chr1	10750374	10841032	0.019043	0.010442	0.007027	0.002362
chr1	10765257	10878188	0.114943	0.075660	0.049409	0.020232
chr1	10841378	10910301	0.140258	0.171623	0.129963	0.039508
chr1	10878290	10931366	-0.003395	-0.004303	-0.003169	-0.001022
chr1	10910390	10945887	-0.057626	-0.094102	-0.064180	-0.019671
chr1	10931468	10960811	-0.031573	-0.078859	-0.036205	-0.010978
chr1	10945944	10978702	0.091222	0.061633	0.041729	0.016337
chr1	10960842	10990111	0.523564	0.128168	0.118207	0.113411
chr1	10979062	10998909	0.152965	0.059899	0.053672	0.041282
chr1	10990730	11009660	-0.043208	-0.023278	-0.017809	-0.011152
chr1	10998934	11016112	0.070661	0.026212	0.017008	0.004190
chr1	11010398	11029459	0.070255	0.049384	0.029099	0.008843
chr1	11016778	11036509	0.062257	0.063836	0.045680	0.020402
chr1	11029759	11040104	0.122933	0.090711	0.072972	0.033861
chr1	11036563	11045567	0.158019	0.087373	0.068122	0.027135
chr1	11040236	11057147	0.034876	0.016679	0.014018	0.006343
chr1	11045936	11064411	-0.048675	-0.014256	-0.012566	-0.004833
chr1	11057238	11106219	-0.044114	-0.013302	-0.012063	-0.005547
chr1	11064529	11149470	-0.056786	-0.048067	-0.038377	-0.016790
chr1	11106220	11151994	-0.058066	-0.152337	-0.079361	-0.017228
chr1	11149761	11159667	-0.062799	-0.119890	-0.066767	-0.020257
chr1	11152032	11235591	-0.173701	-0.231886	-0.132649	-0.037533
chr1	11159669	11249538	-0.052451	-0.086898	-0.054780	-0.015908
chr1	11235592	11305485	-0.033235	-0.058861	-0.040368	-0.014852
chr1	11249554	11315018	-0.028116	-0.049396	-0.033082	-0.012128
chr1	11305519	11330905	-0.045671	-0.091591	-0.047036	-0.016148
chr1	11326322	11340239	0.128952	0.208847	0.106940	0.056409
chr1	11330941	11344616	0.054111	0.089887	0.044967	0.016179
chr1	11340262	11346743	-0.341438	-0.531009	-0.270252	-0.196901
chr1	11344657	11355257	-0.125013	-0.135927	-0.092240	-0.068810
chr1	11346757	11358398	0.073900	0.078757	0.058019	0.029479
chr1	11355319	11367674	-0.113842	-0.127185	-0.080041	-0.041492
chr1	11358443	11391388	-0.095992	-0.050412	-0.037254	-0.022369
chr1	11368007	11414372	0.143381	0.035576	0.031790	0.023765
chr1	11392059	11440904	0.008664	0.003734	0.002931	0.000773
chr1	11414429	11473494	-0.055062	-0.026490	-0.017721	-0.004262
chr1	11441251	11558798	-0.037336	-0.012956	-0.010672	-0.004593
chr1	11474844	11698468	0.042512	0.006959	0.006544	0.007034
chr1	11561652	11816581	-0.070861	-0.007466	-0.007118	-0.011948
chr1	11698491	11950577	-0.174401	-0.027247	-0.025007	-0.022905
chr1	11817410	12084119	0.224171	0.062681	0.052443	0.033882
chr1	11951119	12108758	0.369330	0.090435	0.071893	0.063876
chr1	12084170	12154406	0.429634	0.074511	0.061440	0.074774
chr1	12121808	12193511	0.558024	0.090638	0.076798	0.148544
chr1	12156686	12248175	0.430488	0.104840	0.085850	0.150824
chr1	12193796	12310751	0.459035	0.135880	0.106034	0.233264
chr1	12250862	12340147	0.658624	0.145180	0.119404	0.349235
chr1	12313457	12402436	0.540842	0.103612	0.083197	0.303842
chr1	12341539	12440896	0.505900	0.098001	0.076247	0.317323
chr1	12402447	12469461	0.564937	0.115273	0.090575	0.302311
chr1	12440898	12556836	0.663567	0.154568	0.101959	0.336354
chr1	12471354	12601609	0.784917	0.161438	0.107932	0.261269
chr1	12560520	12617769	0.408383	0.130936	0.106966	0.177088
chr1	12602768	12624955	0.273944	0.139048	0.101870	0.213976
chr1	12618292	12663362	0.433155	0.166247	0.120952	0.364191
chr1	12624984	12712137	0.547648	0.115833	0.095074	0.281971
chr1	12663631	13020502	0.144327	0.017671	0.016099	0.059765
chr1	12763085	13022991	0.040499	0.009482	0.008527	0.022688
chr1	13020509	13029695	0.013823	0.038934	0.020914	0.005616
chr1	13023008	13037942	0.070177	0.123794	0.080887	0.021873
chr1	13029765	13052177	0.252377	0.093103	0.073083	0.095157
chr1	13043002	13077513	-0.068897	-0.021124	-0.016603	-0.061530
chr1	13052817	13096060	-0.319712	-0.143007	-0.111957	-0.315779
chr1	13077604	13173260	-0.261468	-0.141610	-0.112241	-0.151028
chr1	13102471	13248903	-0.111427	-0.085554	-0.064215	-0.033835
chr1	13173290	13304687	-0.222437	-0.117238	-0.094098	-0.089416
chr1	13249049	13361844	-0.088748	-0.073601	-0.046529	-0.051602
chr1	13305043	13496767	-0.269359	-0.312804	-0.156173	-0.139113
chr1	13362417	13501421	-0.518979	-0.725231	-0.336387	-0.216719
chr1	13496946	13545115	-0.179395	-0.130850	-0.090697	-0.071420
chr1	13501433	13550788	-0.028758	-0.012329	-0.009402	-0.007713
chr1	13545145	13572686	-0.109126	-0.051929	-0.040347	-0.020331
chr1	13550792	13611835	-0.225379	-0.074025	-0.063766	-0.034531
chr1	13572801	13655209	-0.594671	-0.059197	-0.053674	-0.033432
chr1	13611867	13803783	-0.399870	-0.007441	-0.007065	-0.018923
chr1	13661598	13899906	-0.011154	-0.000367	-0.000350	-0.001280
chr1	13805045	14227832	-0.054483	-0.002944	-0.002742	-0.006514
chr1	13899919	14600692	-0.241365	-0.010088	-0.009474	-0.092442
chr1	14227858	14621889	-0.038301	-0.002554	-0.002410	-0.021169
chr1	14600704	14643621	0.223996	0.102661	0.091350	0.072347
chr1	14621921	14649923	0.316779	0.150729	0.135838	0.166056
chr1	14644718	14666618	0.278191	0.096587	0.090032	0.144659
chr1	14650094	14703856	-0.146538	-0.069587	-0.060489	-0.051256
chr1	14666635	14822714	-0.110741	-0.035396	-0.032521	-0.032152
chr1	14703867	15476333	0.016829	0.000763	0.000747	0.013530
chr1	14822717	15584178	-0.075606	-0.003144	-0.003064	-0.023164
chr1	15482914	15745361	0.057425	0.006730	0.006491	0.018133
chr1	15584285	16230502	0.114177	0.007492	0.007182	0.032507
chr1	15745398	16785702	-0.194246	-0.011196	-0.010648	-0.096256
chr1	16230503	17319697	-0.136557	-0.009652	-0.009243	-0.068826
chr1	16785740	17756421	0.046637	0.000760	0.000736	0.010907
chr1	17378779	17933813	-0.015913	-0.000144	-0.000140	-0.000293
chr1	17756510	18116981	-0.095139	-0.002508	-0.002437	-0.002112
chr1	17934179	18148699	-0.293555	-0.027488	-0.024866	-0.051064
chr1	18117886	18177941	-0.313728	-0.055722	-0.047202	-0.078760
chr1	18149373	18186598	-0.047191	-0.008034	-0.007268	-0.004179
chr1	18178069	18188126	-0.117055	-0.022695	-0.020841	-0.012637
chr1	18186737	18189338	0.049109	0.008551	0.007895	0.004536
chr1	18188147	18190742	0.481110	0.106038	0.093076	0.044374
chr1	18189346	18191542	0.500723	0.136562	0.111094	0.076892
chr1	18190747	18194264	0.239916	0.126105	0.098459	0.067196
chr1	18191549	18199604	0.015878	0.020268	0.015912	0.007196
chr1	18194974	18233302	-0.094471	-0.028868	-0.025945	-0.030820
chr1	18199840	18298802	-0.178234	-0.011064	-0.009927	-0.034881
chr1	18241248	18348990	0.116821	0.006769	0.006251	0.014388
chr1	18299578	18473996	0.230943	0.007492	0.007298	0.035277
chr1	18359088	18716792	-0.191230	-0.008610	-0.008327	-0.056706
chr1	18486328	19088297	-0.152783	-0.004370	-0.004237	-0.064154
chr1	18718080	19503424	-0.137275	-0.003325	-0.003189	-0.077238
chr1	19137884	20127229	-0.177369	-0.003298	-0.003179	-0.136559
chr1	19503685	20377420	-0.120035	-0.002125	-0.002071	-0.067138
chr1	20157506	20468905	-0.137420	-0.006827	-0.006459	-0.030871
chr1	20391253	20530011	-0.102657	-0.004723	-0.004357	-0.007706
chr1	20470060	20615160	-0.235685	-0.009886	-0.009458	-0.018663
chr1	20530387	20716430	-0.216888	-0.007893	-0.007663	-0.029962
chr1	20622050	20830803	-0.098742	-0.004085	-0.003948	-0.010613
chr1	20718884	20944379	0.046384	0.004824	0.004604	0.008252
chr1	20834746	20997389	0.135087	0.029948	0.027880	0.026306
chr1	20944541	21091647	0.098521	0.013602	0.012719	0.014359
chr1	21002325	21169685	0.017820	0.001352	0.001292	-0.001131
chr1	21097152	21215902	0.102790	0.007730	0.007454	0.013293
chr1	21172235	21249007	0.118635	0.010851	0.010467	0.019043
chr1	21218124	21250355	-0.017410	-0.004809	-0.004528	-0.005052
chr1	21249008	21309858	0.037666	0.006129	0.005923	0.006078
chr1	21250375	21373003	0.000236	0.000012	0.000012	0.000020
chr1	21309964	21453625	0.052834	0.002055	0.001987	0.003904
chr1	21408625	21553268	0.235700	0.010316	0.010078	0.016977
chr1	21454798	21640706	0.034439	0.001141	0.001099	0.003888
chr1	21557573	21717165	0.043095	0.002243	0.002146	0.009805
chr1	21642478	21758145	0.012201	0.001940	0.001687	0.007212
chr1	21721841	21801283	-0.083195	-0.012816	-0.010857	-0.022883
chr1	21759200	21864345	-0.080921	-0.011165	-0.010062	-0.027133
chr1	21803157	21935138	-0.171811	-0.028854	-0.025906	-0.043160
chr1	21865221	22003588	-0.162133	-0.018579	-0.017408	-0.021594
chr1	21936754	22055744	-0.047466	-0.005179	-0.004921	-0.008741
chr1	22004439	22095289	-0.024210	-0.005683	-0.005264	-0.000791
chr1	22060295	22233942	-0.034654	-0.013262	-0.011464	0.003953
chr1	22096246	22256456	-0.093975	-0.026733	-0.023119	-0.016952
chr1	22236282	22293183	-0.007023	-0.001141	-0.001056	-0.001306
chr1	22262486	22331141	0.092835	0.011227	0.010724	0.016852
chr1	22293360	22354403	0.055214	0.014473	0.013501	0.014240
chr1	22332320	22383778	0.045345	0.009013	0.008548	0.013588
chr1	22355244	22423109	0.050181	0.004001	0.003862	0.010774
chr1	22383994	22472933	0.062759	0.004985	0.004776	0.014610
chr1	22423310	22737799	0.004068	0.000122	0.000118	0.000593
chr1	22486381	22808503	-0.059483	-0.001631	-0.001581	-0.008423
chr1	22739312	22881845	0.034616	0.001504	0.001466	0.004511
chr1	22816844	22967412	0.050493	0.001563	0.001534	0.003388
chr1	22883499	23037643	-0.087816	-0.002095	-0.002048	-0.005337
chr1	22967655	23105544	-0.051028	-0.001321	-0.001275	-0.003350
chr1	23043499	23223621	-0.034350	-0.000855	-0.000826	-0.004997
chr1	23105753	23490265	0.077825	0.002324	0.002258	0.028379
chr1	23226531	23632108	0.047952	0.002046	0.001984	0.038928
chr1	23495029	23892781	-0.040691	-0.001520	-0.001451	-0.024231
chr1	23634341	24101983	-0.081536	-0.002853	-0.002703	-0.047067
chr1	23894612	24176037	-0.036879	-0.001729	-0.001655	-0.010475
chr1	24104086	24250214	0.109962	0.002797	0.002761	0.009057
chr1	24176046	24330061	-0.008717	-0.000278	-0.000273	-0.000572
chr1	24254636	24355521	-0.060880	-0.004502	-0.004350	-0.012296
chr1	24330693	24448876	0.025983	0.001655	0.001603	0.004535
chr1	24362523	24701242	-0.006449	-0.000152	-0.000148	0.000161
chr1	24480349	24851116	-0.043094	-0.001032	-0.001008	-0.013321
chr1	24706510	24883273	-0.044227	-0.002108	-0.002004	-0.009104
chr1	24851267	24975898	0.045280	0.004100	0.003730	0.006858
chr1	24890293	25047353	0.130746	0.006110	0.005827	0.017981
chr1	24977451	25141043	0.000116	0.000006	0.000006	-0.005977
chr1	25047786	25188038	-0.241566	-0.030063	-0.027585	-0.137024
chr1	25143894	25357846	-0.270802	-0.027314	-0.025539	-0.082916
chr1	25188054	25461023	-0.018437	-0.000459	-0.000452	-0.004998
chr1	25363866	25481488	0.020702	0.000987	0.000975	0.002991
chr1	25462695	25597950	0.015186	0.001184	0.001150	0.001655
chr1	25481530	25606091	0.327513	0.014507	0.014094	0.029062
chr1	25598687	25676947	0.363186	0.025273	0.024291	0.035507
chr1	25606133	25794792	0.045531	0.005286	0.005051	0.005962
chr1	25676982	25913867	0.057319	0.004213	0.004124	0.005236
chr1	25794810	25952881	0.104506	0.003070	0.002990	0.005104
chr1	25913899	25985136	0.163719	0.009950	0.009337	0.010365
chr1	25953374	26010687	0.151565	0.026011	0.023931	0.028339
chr1	25986478	26031045	-0.113599	-0.032960	-0.029054	-0.035869
chr1	26010733	26041609	-0.226899	-0.093155	-0.080144	-0.083229
chr1	26031565	26049677	-0.076873	-0.046702	-0.039821	-0.032837
chr1	26041623	26057250	0.053251	0.027780	0.023941	0.018799
chr1	26049691	26060621	0.066057	0.035371	0.030355	0.020225
chr1	26057255	26066928	0.118463	0.029076	0.026186	0.016497
chr1	26060627	26102119	0.010682	0.001793	0.001589	0.003076
chr1	26067406	26137111	-0.013324	-0.003120	-0.002684	-0.007401
chr1	26102822	26195995	-0.032757	-0.006802	-0.006045	-0.021565
chr1	26137427	26222872	-0.048812	-0.007087	-0.006613	-0.027588
chr1	26207045	26271789	-0.105778	-0.012241	-0.011854	-0.028484
chr1	26225320	26278504	-0.001253	-0.000252	-0.000235	-0.000306
chr1	26272096	26302180	0.080255	0.026053	0.022900	0.018681
chr1	26278575	26312883	0.057596	0.014199	0.013026	0.011630
chr1	26302337	26340002	0.020269	0.005710	0.005102	0.006133
chr1	26312952	26350739	0.034883	0.009105	0.008234	0.013659
chr1	26340319	26356495	-0.103695	-0.037781	-0.033865	-0.047114
chr1	26351123	26370137	-0.114339	-0.049938	-0.043182	-0.061004
chr1	26356733	26397504	-0.144560	-0.041342	-0.036121	-0.065495
chr1	26370178	26424903	-0.186440	-0.024696	-0.022931	-0.089315
chr1	26397929	26435149	0.052784	0.006750	0.006332	0.022182
chr1	26425583	26453649	0.072101	0.014508	0.012842	0.015139
chr1	26435258	26486068	-0.050754	-0.002160	-0.002078	-0.001225
chr1	26453838	26522368	-0.012937	-0.000630	-0.000602	-0.002087
chr1	26487134	26540769	0.144187	0.018728	0.017292	0.024015
chr1	26528040	26593644	0.063476	0.007507	0.007044	0.013425
chr1	26540964	26632303	-0.104726	-0.009705	-0.009325	-0.015400
chr1	26593976	26729873	-0.038184	-0.002153	-0.002080	-0.006311
chr1	26634513	26750258	0.051645	0.004754	0.004482	0.011723
chr1	26732136	26769310	0.053462	0.021657	0.018227	0.012918
chr1	26750811	26793920	0.003260	0.000463	0.000421	0.000430
chr1	26769346	26827796	0.132953	0.018106	0.016067	0.037983
chr1	26794251	26835368	0.188489	0.029235	0.025922	0.098169
chr1	26829358	26848463	0.010700	0.001994	0.001791	0.000074
chr1	26836042	26853513	-0.049438	-0.011238	-0.010038	-0.035723
chr1	26848740	26879656	0.024901	0.005069	0.004517	0.017140
chr1	26853715	26889330	0.283516	0.048578	0.043718	0.118586
chr1	26879986	26909228	0.357590	0.075014	0.065486	0.144211
chr1	26890537	26915591	0.227003	0.040830	0.035664	0.179863
chr1	26909345	26928405	0.288711	0.044298	0.039985	0.288711
chr1	26915660	26958836	0.315112	0.032576	0.028702	0.192745
chr1	26929994	26974182	0.260217	0.030462	0.027281	0.093298
chr1	26959318	27007762	0.192569	0.038372	0.034334	0.084686
chr1	26977745	27020719	0.104975	0.029414	0.025430	0.043736
chr1	27008168	27039425	0.174723	0.045687	0.039504	0.026540
chr1	27023379	27051386	0.621088	0.077632	0.065626	0.028476
chr1	27039560	27072764	0.781749	0.057221	0.052272	0.036856
chr1	27054328	27088551	0.432913	0.062654	0.059459	0.064337
chr1	27075478	27102740	0.130863	0.063973	0.057101	0.058675
chr1	27089552	27110992	0.157258	0.075111	0.063975	0.102037
chr1	27104337	27114392	0.361058	0.125498	0.103481	0.128933
chr1	27111641	27115946	0.522616	0.164363	0.132423	0.083050
chr1	27114396	27141601	0.683443	0.173054	0.137487	0.178728
chr1	27115952	27149696	0.690808	0.157905	0.117311	0.263983
chr1	27141863	27161417	0.454370	0.147136	0.101331	0.192306
chr1	27149765	27179046	0.477667	0.170444	0.117822	0.243943
chr1	27162156	27190245	0.741188	0.204734	0.144718	0.340971
chr1	27179064	27199288	0.647898	0.226568	0.152225	0.318320
chr1	27190283	27210492	0.634986	0.228443	0.137458	0.325609
chr1	27201953	27226825	0.645889	0.229180	0.140058	0.206472
chr1	27211443	27233647	0.431610	0.254666	0.190933	0.132211
chr1	27226867	27237678	0.404432	0.229714	0.150871	0.082943
chr1	27233858	27250823	0.423856	0.169777	0.089580	0.034598
chr1	27237749	27268215	0.514979	0.140960	0.095204	0.047790
chr1	27250825	27282095	0.437002	0.158522	0.098942	0.045414
chr1	27268758	27288301	0.109113	0.083345	0.043699	0.014911
chr1	27282102	27302272	0.178204	0.088737	0.063174	0.037066
chr1	27289833	27316906	0.365901	0.165273	0.123603	0.088208
chr1	27302303	27323858	0.372236	0.184230	0.147893	0.115121
chr1	27317139	27342049	0.306639	0.132353	0.106189	0.087284
chr1	27324714	27351288	0.173913	0.097135	0.068849	0.042155
chr1	27342955	27363463	0.273176	0.095599	0.077106	0.045774
chr1	27351949	27395453	0.241081	0.023223	0.021724	0.028675
chr1	27363935	27407205	0.003973	0.000420	0.000398	-0.000943
chr1	27395920	27429475	0.201001	0.043649	0.037266	0.042474
chr1	27407603	27454663	0.550884	0.103304	0.082650	0.136710
chr1	27429557	27470708	0.325832	0.041977	0.037802	0.159437
chr1	27456801	27479958	0.108097	0.015212	0.014312	0.044652
chr1	27470709	27495846	0.242197	0.030770	0.028751	0.056882
chr1	27479963	27527982	0.123462	0.010905	0.010413	0.027446
chr1	27496840	27540067	0.089280	0.016880	0.015836	0.041942
chr1	27528052	27549629	0.218841	0.051459	0.043757	0.112032
chr1	27540068	27569895	0.481017	0.049746	0.040575	0.092377
chr1	27550903	27583782	0.377715	0.033376	0.029230	0.067099
chr1	27571212	27597769	0.083828	0.020090	0.018013	0.047147
chr1	27583853	27602312	0.085326	0.056119	0.049310	0.058280
chr1	27597808	27610573	0.154124	0.082002	0.073618	0.091995
chr1	27602316	27645567	0.168436	0.040695	0.036425	0.112133
chr1	27610645	27663580	0.133471	0.025276	0.022930	0.064274
chr1	27645689	27683105	0.452939	0.068788	0.056973	0.150686
chr1	27663948	27692093	0.529765	0.132542	0.096305	0.169997
chr1	27683143	27703525	0.373721	0.144509	0.105208	0.136040
chr1	27692106	27707667	0.372894	0.156213	0.096250	0.070926
chr1	27703547	27715846	0.540580	0.221496	0.113676	0.058339
chr1	27708102	27732231	0.669100	0.224502	0.121103	0.068662
chr1	27715904	27739911	0.852486	0.219910	0.146648	0.099101
chr1	27732569	27747657	0.897612	0.208327	0.157366	0.122124
chr1	27740380	27758896	0.815328	0.204443	0.146957	0.099080
chr1	27748005	27767250	0.818530	0.193823	0.138783	0.071260
chr1	27759023	27774511	0.828893	0.149797	0.106940	0.049493
chr1	27768377	27777906	0.845345	0.163508	0.120203	0.068510
chr1	27774631	27786857	0.172807	0.110706	0.078658	0.040950
chr1	27778882	27790349	-0.035061	-0.063831	-0.040738	-0.020797
chr1	27786895	27796422	0.205556	0.168910	0.114426	0.066742
chr1	27790380	27801430	0.498684	0.209016	0.132912	0.069557
chr1	27796780	27807336	0.394922	0.171760	0.131994	0.093168
chr1	27801951	27816867	0.445981	0.181701	0.165516	0.218796
chr1	27810658	27822385	0.409531	0.204502	0.165739	0.133982
chr1	27816913	27835957	0.474174	0.221952	0.150034	0.083557
chr1	27824935	27841414	0.870743	0.235941	0.159391	0.091774
chr1	27835963	27852439	0.887369	0.273448	0.168042	0.082545
chr1	27841550	27865855	0.789473	0.249467	0.163909	0.177458
chr1	27852488	27877014	0.807468	0.280767	0.183417	0.651335
chr1	27866589	27884845	0.733377	0.259560	0.179935	0.472436
chr1	27877925	27890133	0.536769	0.161971	0.127818	0.184953
chr1	27884899	27899757	0.425115	0.136792	0.099416	0.121278
chr1	27890135	27944372	0.644303	0.167001	0.123499	0.275711
chr1	27901291	27965750	0.843141	0.167960	0.118163	0.441281
chr1	27945103	27974787	0.460240	0.131387	0.088546	0.197976
chr1	27965997	27988472	0.422919	0.222609	0.135377	0.211375
chr1	27975136	28001379	0.541190	0.264632	0.175620	0.458254
chr1	27988664	28012062	0.465620	0.211778	0.161233	0.444560
chr1	28001767	28027487	0.493224	0.190986	0.133817	0.324386
chr1	28012370	28057124	0.704658	0.153567	0.104907	0.416602
chr1	28028454	28098445	0.520511	0.051852	0.044940	0.349056
chr1	28063111	28206397	0.087365	0.011450	0.010629	0.051678
chr1	28099364	28315359	-0.017571	-0.005062	-0.004520	-0.006633
chr1	28212377	28355507	0.024216	0.007103	0.006534	0.013110
chr1	28316494	28362029	0.274884	0.109897	0.076896	0.094727
chr1	28355930	28377893	0.655030	0.273040	0.185856	0.222574
chr1	28363259	28388907	0.723655	0.285675	0.225112	0.253963
chr1	28378135	28396544	0.537549	0.237746	0.184829	0.171162
chr1	28389246	28401065	0.594603	0.246994	0.200502	0.241695
chr1	28396703	28417689	0.666890	0.313984	0.245027	0.267489
chr1	28402013	28422529	0.696630	0.292086	0.207442	0.150369
chr1	28417698	28433748	0.493659	0.252915	0.154025	0.087860
chr1	28422818	28442573	0.324665	0.185420	0.123819	0.085142
chr1	28434107	28464955	0.255119	0.106457	0.081772	0.051664
chr1	28443621	28479689	0.142945	0.031531	0.026867	0.034072
chr1	28465153	28501960	0.364351	0.053171	0.042570	0.076287
chr1	28479780	28508847	0.741265	0.078210	0.057696	0.095698
chr1	28502214	28520674	0.681875	0.108257	0.087725	0.288436
chr1	28508967	28528936	0.546672	0.243679	0.195540	0.402892
chr1	28520684	28551257	0.356962	0.212180	0.173527	0.258716
chr1	28529100	28567385	0.123497	0.065283	0.056249	0.073920
chr1	28551942	28585826	0.177037	0.072478	0.060602	0.077299
chr1	28568186	28606825	0.340555	0.099979	0.080226	0.126002
chr1	28586796	28625234	0.321801	0.074353	0.053773	0.059392
chr1	28606833	28643306	0.423009	0.125034	0.093650	0.139907
chr1	28625532	28658964	0.475033	0.185603	0.138196	0.324897
chr1	28643314	28671157	0.509181	0.177498	0.135928	0.372911
chr1	28659088	28697532	0.226109	0.074625	0.058159	0.160646
chr1	28671383	28722921	0.086761	0.021924	0.017449	0.060569
chr1	28697951	28734464	0.217105	0.057066	0.046970	0.134456
chr1	28723810	28758207	0.359448	0.090834	0.074732	0.198048
chr1	28736597	28777948	0.594187	0.113753	0.096485	0.429324
